object_detection/input_imgs/notblocked/2016-09-22 145817 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 165734 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 110240 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 084315 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 093444 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 135329 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 074956 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 141555 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 203826 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 134951 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 130511 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 193325 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 134929 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 192716 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 144824 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 103132 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 132022 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 165103 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 144248 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 211603 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 120416 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 075723 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 102837 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 202231 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 214041 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 123303 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 074208 cam135,2,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 075521 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 104535 cam135,0,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-21 073804 cam135,1,1,1,0,0
object_detection/input_imgs/notblocked/2016-09-18 132531 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 215240 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-10-05 114307 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 123336 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 080127 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 103544 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 121421 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 122455 cam135,1,0,0,1,0
object_detection/input_imgs/notblocked/2016-10-12 184112 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 104756 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 091304 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 134648 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 131148 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 125439 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 121123 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 202614 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 211059 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 082659 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 132707 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 081750 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 162841 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 092058 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 131012 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 110408 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 130309 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 203140 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 165810 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 143246 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 140343 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 111119 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 220606 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 115628 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 113203 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 125540 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 135456 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 133309 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 125901 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 115559 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 155407 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 110715 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 212332 cam135,0,0,1,0,0
object_detection/input_imgs/notblocked/2016-10-05 124117 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 160821 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 110917 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 191106 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-21 170517 cam135,0,0,2,0,0
object_detection/input_imgs/notblocked/2016-09-18 084618 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 094050 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 121830 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 223522 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 143844 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 215744 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 222410 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 202433 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 125958 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 174641 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 222323 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 195443 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-10-12 142430 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 134143 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 131109 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 204049 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 212433 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 223825 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 164650 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 085951 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 075158 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 115735 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 141248 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 132026 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 215543 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 110008 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 125944 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 123239 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 194534 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 143145 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 075420 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 164457 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 150646 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 185019 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 094757 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 214432 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 131113 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 140242 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 105646 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 152833 cam135,1,1,1,0,0
object_detection/input_imgs/notblocked/2016-09-18 072943 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 114751 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 192413 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 072047 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 212209 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 113607 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 124148 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 071023 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 094724 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 163539 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 121522 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 125835 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 214633 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 103948 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 130651 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 082457 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 105937 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-16 152534 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 105301 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 210958 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 150207 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 113240 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 090153 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-16 151137 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 094353 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 135127 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 075117 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 165531 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 105735 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 192419 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 164219 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-18 135131 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 090638 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 070431 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 195840 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 174325 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 073946 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 162437 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 151152 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 123411 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 222310 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-28 175752 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 111345 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 144349 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 140848 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 105604 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 081708 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 130200 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 102231 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 131614 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 223131 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 082154 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 205503 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 174237 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 210110 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 215340 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 194230 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 075016 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 123138 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 193831 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 135052 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 173921 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 080430 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 200312 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 164154 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 164800 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 110335 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 132523 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 094926 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 204331 cam135,0,0,1,0,0
object_detection/input_imgs/notblocked/2016-10-12 214142 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 163438 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 120038 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 132830 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 212210 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 070821 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 112348 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 082901 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 105806 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 223939 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 120341 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 155811 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 214835 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 114549 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 214243 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 120215 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 220707 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 122225 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 081346 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 073501 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 223030 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 081304 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 132632 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 123033 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 222309 cam135,0,0,2,0,0
object_detection/input_imgs/notblocked/2016-09-21 181152 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 225743 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 163943 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 101120 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 080713 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 195948 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 100110 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 093122 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-10-12 114852 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 082053 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 113943 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 165305 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 172506 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-16 160138 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 163713 cam135,1,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-28 212512 cam135,0,0,1,0,0
object_detection/input_imgs/notblocked/2016-09-22 092920 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 114654 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-22 090557 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 191302 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 161023 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 213435 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 120013 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 073905 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 200453 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 113341 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 123942 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 173739 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 220956 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 200351 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 093848 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 214445 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-21 080531 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 150409 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 115801 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 154651 cam135,1,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-05 211200 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-10-12 135900 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 103039 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-18 090234 cam135,0,0,0,0,0
object_detection/input_imgs/notblocked/2016-09-28 203624 cam135,0,0,0,0,0
